"Subject","Session","Set","Rep","PV"
5,"CLU_3",1,"Rep4",5.948493278
6,"CLU_3",1,"Rep4",1.983411918
7,"CLU_3",1,"Rep4",-1.333575896
8,"CLU_3",1,"Rep4",-1.495869296
9,"CLU_3",1,"Rep4",-0.262982275
10,"CLU_3",1,"Rep4",-2.898863351
11,"CLU_3",1,"Rep4",1.383144338
12,"CLU_3",1,"Rep4",-1.097530137
13,"CLU_3",1,"Rep4",5.659303889
14,"CLU_3",1,"Rep4",1.798859105
15,"CLU_3",1,"Rep4",-1.270603861
16,"CLU_3",1,"Rep4",2.515013651
17,"CLU_3",1,"Rep4",-1.216552265
18,"CLU_3",1,"Rep4",-0.837402947
19,"CLU_3",1,"Rep4",-3.188240193
20,"CLU_3",1,"Rep4",-0.485854566
1,"CLU_3",1,"Rep5",-7.301918385
2,"CLU_3",1,"Rep5",0.939036603
3,"CLU_3",1,"Rep5",-4.216950452
4,"CLU_3",1,"Rep5",-1.836649382
5,"CLU_3",1,"Rep5",4.068942415
6,"CLU_3",1,"Rep5",3.771830409
7,"CLU_3",1,"Rep5",-3.794334797
8,"CLU_3",1,"Rep5",-4.924403409
9,"CLU_3",1,"Rep5",0.276058454
10,"CLU_3",1,"Rep5",-3.021663507
11,"CLU_3",1,"Rep5",-0.593578072
12,"CLU_3",1,"Rep5",-3.304369063
13,"CLU_3",1,"Rep5",4.163735464
14,"CLU_3",1,"Rep5",-3.997333029
15,"CLU_3",1,"Rep5",-0.188748748
16,"CLU_3",1,"Rep5",-1.54732388
17,"CLU_3",1,"Rep5",-3.847126567
18,"CLU_3",1,"Rep5",-1.169605623
19,"CLU_3",1,"Rep5",-6.501887041
20,"CLU_3",1,"Rep5",-4.112734442
1,"CLU_3",1,"Rep6",-12.10865173
2,"CLU_3",1,"Rep6",1.121089785
3,"CLU_3",1,"Rep6",-6.712201493
4,"CLU_3",1,"Rep6",-4.502639687
5,"CLU_3",1,"Rep6",4.930971476
6,"CLU_3",1,"Rep6",3.594916761
7,"CLU_3",1,"Rep6",-4.969557156
8,"CLU_3",1,"Rep6",-7.730922584
9,"CLU_3",1,"Rep6",-3.161309514
10,"CLU_3",1,"Rep6",-6.780041315
11,"CLU_3",1,"Rep6",-4.808969581
12,"CLU_3",1,"Rep6",-6.730563058
13,"CLU_3",1,"Rep6",2.450367769
14,"CLU_3",1,"Rep6",-7.471181417
15,"CLU_3",1,"Rep6",-2.582817534
16,"CLU_3",1,"Rep6",-4.881800258
17,"CLU_3",1,"Rep6",-2.933149727
18,"CLU_3",1,"Rep6",-5.358639979
19,"CLU_3",1,"Rep6",-6.933408719
20,"CLU_3",1,"Rep6",-4.1127344
1,"CLU_3",1,"Rep7",0.141815352
2,"CLU_3",1,"Rep7",3.219367557
3,"CLU_3",1,"Rep7",-3.400883525
4,"CLU_3",1,"Rep7",0.58885695
5,"CLU_3",1,"Rep7",2.936045398
6,"CLU_3",1,"Rep7",0.446954343
7,"CLU_3",1,"Rep7",-2.20852004
8,"CLU_3",1,"Rep7",-3.958018337
9,"CLU_3",1,"Rep7",-2.167259436
10,"CLU_3",1,"Rep7",-2.186145977
11,"CLU_3",1,"Rep7",1.317282626
12,"CLU_3",1,"Rep7",-2.112321241
13,"CLU_3",1,"Rep7",5.180719977
14,"CLU_3",1,"Rep7",-0.743003509
15,"CLU_3",1,"Rep7",0.925481081
16,"CLU_3",1,"Rep7",0.341280389
17,"CLU_3",1,"Rep7",1.370171919
18,"CLU_3",1,"Rep7",0.432838806
19,"CLU_3",1,"Rep7",-2.95886434
20,"CLU_3",1,"Rep7",-1.78446178
1,"CLU_3",1,"Rep8",-2.400379432
2,"CLU_3",1,"Rep8",4.568011733
3,"CLU_3",1,"Rep8",-4.263150406
4,"CLU_3",1,"Rep8",-3.643003419
5,"CLU_3",1,"Rep8",5.603562197
6,"CLU_3",1,"Rep8",1.308171459
7,"CLU_3",1,"Rep8",-0.078918723
8,"CLU_3",1,"Rep8",-4.302125152
9,"CLU_3",1,"Rep8",-2.499894505
10,"CLU_3",1,"Rep8",-4.068172062
11,"CLU_3",1,"Rep8",-3.317426835
12,"CLU_3",1,"Rep8",-6.363645979
13,"CLU_3",1,"Rep8",4.89740959
14,"CLU_3",1,"Rep8",-2.34485574
15,"CLU_3",1,"Rep8",-0.331322019
16,"CLU_3",1,"Rep8",-4.715979813
17,"CLU_3",1,"Rep8",-2.02989501
18,"CLU_3",1,"Rep8",-0.85154028
19,"CLU_3",1,"Rep8",-5.469670947
20,"CLU_3",1,"Rep8",-6.852440492
1,"CLU_3",1,"Rep9",-17.03707586
2,"CLU_3",1,"Rep9",0.212612973
3,"CLU_3",1,"Rep9",-8.49240195
4,"CLU_3",1,"Rep9",-5.047110435
5,"CLU_3",1,"Rep9",4.858102919
6,"CLU_3",1,"Rep9",1.763911373
7,"CLU_3",1,"Rep9",-4.058443723
8,"CLU_3",1,"Rep9",-5.934236311
9,"CLU_3",1,"Rep9",-3.395847193
10,"CLU_3",1,"Rep9",-6.849173254
11,"CLU_3",1,"Rep9",-8.026902162
12,"CLU_3",1,"Rep9",-5.472506699
13,"CLU_3",1,"Rep9",-0.545102893
14,"CLU_3",1,"Rep9",-5.01554297
15,"CLU_3",1,"Rep9",-2.285426708
16,"CLU_3",1,"Rep9",-5.248364577
17,"CLU_3",1,"Rep9",-3.496758361
18,"CLU_3",1,"Rep9",-6.521398601
19,"CLU_3",1,"Rep9",-8.975066701
20,"CLU_3",1,"Rep9",-9.492933987
1,"CLU_3",2,"Rep1",0
2,"CLU_3",2,"Rep1",0
3,"CLU_3",2,"Rep1",0
4,"CLU_3",2,"Rep1",0
5,"CLU_3",2,"Rep1",0
6,"CLU_3",2,"Rep1",0
7,"CLU_3",2,"Rep1",0
8,"CLU_3",2,"Rep1",0
9,"CLU_3",2,"Rep1",0
10,"CLU_3",2,"Rep1",0
11,"CLU_3",2,"Rep1",0
12,"CLU_3",2,"Rep1",0
13,"CLU_3",2,"Rep1",0
14,"CLU_3",2,"Rep1",0
15,"CLU_3",2,"Rep1",0
16,"CLU_3",2,"Rep1",0
17,"CLU_3",2,"Rep1",0
18,"CLU_3",2,"Rep1",0
19,"CLU_3",2,"Rep1",0
20,"CLU_3",2,"Rep1",0
1,"CLU_3",2,"Rep2",-3.410484298
2,"CLU_3",2,"Rep2",1.132134361
3,"CLU_3",2,"Rep2",-0.654461812
4,"CLU_3",2,"Rep2",-3.300649785
5,"CLU_3",2,"Rep2",7.591946189
6,"CLU_3",2,"Rep2",1.704094307
7,"CLU_3",2,"Rep2",3.509560721
8,"CLU_3",2,"Rep2",-2.802887412
9,"CLU_3",2,"Rep2",-2.958715312
10,"CLU_3",2,"Rep2",-3.697622468
11,"CLU_3",2,"Rep2",-2.159411785
12,"CLU_3",2,"Rep2",-2.99993864
13,"CLU_3",2,"Rep2",-1.674407857
14,"CLU_3",2,"Rep2",-10.20557303
15,"CLU_3",2,"Rep2",1.614770039
16,"CLU_3",2,"Rep2",-0.476685534
17,"CLU_3",2,"Rep2",2.117108721
18,"CLU_3",2,"Rep2",1.406649038
19,"CLU_3",2,"Rep2",-4.79300685
20,"CLU_3",2,"Rep2",-2.062004534
1,"CLU_3",2,"Rep3",-11.59826564
2,"CLU_3",2,"Rep3",0.605243623
3,"CLU_3",2,"Rep3",-5.351683104
4,"CLU_3",2,"Rep3",-2.614974524
5,"CLU_3",2,"Rep3",4.197711343
6,"CLU_3",2,"Rep3",1.046255241
7,"CLU_3",2,"Rep3",-0.102360173
8,"CLU_3",2,"Rep3",-4.061183556
9,"CLU_3",2,"Rep3",-4.135856941
10,"CLU_3",2,"Rep3",-4.885204559
11,"CLU_3",2,"Rep3",-4.373391797
12,"CLU_3",2,"Rep3",-5.71226263
13,"CLU_3",2,"Rep3",-7.605036203
14,"CLU_3",2,"Rep3",-6.830278488
15,"CLU_3",2,"Rep3",-1.455828734
16,"CLU_3",2,"Rep3",-3.75175672
17,"CLU_3",2,"Rep3",-0.549231538
18,"CLU_3",2,"Rep3",-2.680357488
19,"CLU_3",2,"Rep3",-3.829558066
20,"CLU_3",2,"Rep3",-7.778025687
1,"CLU_3",2,"Rep4",-6.896640965
2,"CLU_3",2,"Rep4",0.848406153
3,"CLU_3",2,"Rep4",0.564889309
4,"CLU_3",2,"Rep4",-1.711342648
5,"CLU_3",2,"Rep4",3.788678894
6,"CLU_3",2,"Rep4",1.198219397
7,"CLU_3",2,"Rep4",0.332000322
8,"CLU_3",2,"Rep4",-1.937587989
9,"CLU_3",2,"Rep4",-2.68328773
10,"CLU_3",2,"Rep4",-1.262317193
11,"CLU_3",2,"Rep4",1.568836512
12,"CLU_3",2,"Rep4",0.540945398
13,"CLU_3",2,"Rep4",0.462664703
14,"CLU_3",2,"Rep4",-6.48410363
15,"CLU_3",2,"Rep4",3.315989015
16,"CLU_3",2,"Rep4",-1.55508372
17,"CLU_3",2,"Rep4",2.258151964
18,"CLU_3",2,"Rep4",-0.032745472
19,"CLU_3",2,"Rep4",-0.177604442
20,"CLU_3",2,"Rep4",-1.152343231
1,"CLU_3",2,"Rep5",-7.498241471
2,"CLU_3",2,"Rep5",-1.054198247
3,"CLU_3",2,"Rep5",-0.80159604
4,"CLU_3",2,"Rep5",-6.12362165
5,"CLU_3",2,"Rep5",2.262417997
6,"CLU_3",2,"Rep5",-4.197823484
7,"CLU_3",2,"Rep5",-1.531798678
8,"CLU_3",2,"Rep5",-1.429627496
9,"CLU_3",2,"Rep5",-3.085966885
10,"CLU_3",2,"Rep5",-3.647856467
11,"CLU_3",2,"Rep5",-4.873552164
12,"CLU_3",2,"Rep5",-3.787737857
13,"CLU_3",2,"Rep5",-5.452368738
14,"CLU_3",2,"Rep5",-9.066142715
15,"CLU_3",2,"Rep5",-2.141029862
16,"CLU_3",2,"Rep5",-2.682476187
17,"CLU_3",2,"Rep5",-0.863585681
18,"CLU_3",2,"Rep5",-0.569178576
19,"CLU_3",2,"Rep5",-3.423763092
20,"CLU_3",2,"Rep5",-6.915643109
1,"CLU_3",2,"Rep6",-10.87016495
2,"CLU_3",2,"Rep6",-4.933175454
3,"CLU_3",2,"Rep6",-5.777166913
4,"CLU_3",2,"Rep6",-8.202677163
5,"CLU_3",2,"Rep6",5.023323714
6,"CLU_3",2,"Rep6",-5.406258591
7,"CLU_3",2,"Rep6",-2.183009793
8,"CLU_3",2,"Rep6",-4.910447842
9,"CLU_3",2,"Rep6",-3.785308049
10,"CLU_3",2,"Rep6",-6.028574122
11,"CLU_3",2,"Rep6",-3.981642242
12,"CLU_3",2,"Rep6",-4.758985158
13,"CLU_3",2,"Rep6",-6.946531821
14,"CLU_3",2,"Rep6",-9.95456423
15,"CLU_3",2,"Rep6",-2.818511422
16,"CLU_3",2,"Rep6",-5.320150116
17,"CLU_3",2,"Rep6",-3.973010027
18,"CLU_3",2,"Rep6",-1.975024044
19,"CLU_3",2,"Rep6",-5.704159876
20,"CLU_3",2,"Rep6",-6.782051599
1,"CLU_3",2,"Rep7",-3.518972181
2,"CLU_3",2,"Rep7",-2.610651454
3,"CLU_3",2,"Rep7",-1.852126352
4,"CLU_3",2,"Rep7",-3.325111961
5,"CLU_3",2,"Rep7",7.839290517
6,"CLU_3",2,"Rep7",-4.0616871
7,"CLU_3",2,"Rep7",-1.791764511
8,"CLU_3",2,"Rep7",0.81137788
9,"CLU_3",2,"Rep7",0.108807069
10,"CLU_3",2,"Rep7",-0.367906784
11,"CLU_3",2,"Rep7",0.64935222
12,"CLU_3",2,"Rep7",-1.276490887
13,"CLU_3",2,"Rep7",-1.976749328
14,"CLU_3",2,"Rep7",-9.351999615
15,"CLU_3",2,"Rep7",-2.69924154
16,"CLU_3",2,"Rep7",-1.360311803
17,"CLU_3",2,"Rep7",3.077351366
18,"CLU_3",2,"Rep7",0.040027824
19,"CLU_3",2,"Rep7",-1.358432616
20,"CLU_3",2,"Rep7",-2.847716391
1,"CLU_3",2,"Rep8",-9.815824221
2,"CLU_3",2,"Rep8",-6.442348345
3,"CLU_3",2,"Rep8",-0.493369731
4,"CLU_3",2,"Rep8",-6.039312048
5,"CLU_3",2,"Rep8",3.85356689
6,"CLU_3",2,"Rep8",1.358338584
7,"CLU_3",2,"Rep8",-1.22172954
8,"CLU_3",2,"Rep8",-1.414733844
9,"CLU_3",2,"Rep8",-3.512153739
10,"CLU_3",2,"Rep8",-5.206617156
11,"CLU_3",2,"Rep8",-3.385503718
12,"CLU_3",2,"Rep8",-2.005462049
13,"CLU_3",2,"Rep8",-1.404967833
14,"CLU_3",2,"Rep8",-6.148946921
15,"CLU_3",2,"Rep8",-1.928051581
16,"CLU_3",2,"Rep8",-3.931489751
17,"CLU_3",2,"Rep8",3.778187356
18,"CLU_3",2,"Rep8",-0.661036655
19,"CLU_3",2,"Rep8",-2.861583687
20,"CLU_3",2,"Rep8",-8.757976247
1,"CLU_3",2,"Rep9",-16.01391916
2,"CLU_3",2,"Rep9",-2.257044698
3,"CLU_3",2,"Rep9",-5.969000877
4,"CLU_3",2,"Rep9",-7.879987553
5,"CLU_3",2,"Rep9",4.525849078
6,"CLU_3",2,"Rep9",-2.624341185
7,"CLU_3",2,"Rep9",-3.750847691
8,"CLU_3",2,"Rep9",-2.742388746
9,"CLU_3",2,"Rep9",-4.291317754
10,"CLU_3",2,"Rep9",-6.387655621
11,"CLU_3",2,"Rep9",-7.007905136
12,"CLU_3",2,"Rep9",-4.618976333
13,"CLU_3",2,"Rep9",-5.11222864
14,"CLU_3",2,"Rep9",-6.193583235
15,"CLU_3",2,"Rep9",-7.164577101
16,"CLU_3",2,"Rep9",-7.769654567
17,"CLU_3",2,"Rep9",0.527330414
18,"CLU_3",2,"Rep9",-5.48391228
19,"CLU_3",2,"Rep9",-8.136415498
20,"CLU_3",2,"Rep9",-12.05234849
1,"CLU_3",3,"Rep1",0
2,"CLU_3",3,"Rep1",0
3,"CLU_3",3,"Rep1",0
4,"CLU_3",3,"Rep1",0
5,"CLU_3",3,"Rep1",0
6,"CLU_3",3,"Rep1",0
7,"CLU_3",3,"Rep1",0
8,"CLU_3",3,"Rep1",0
9,"CLU_3",3,"Rep1",0
10,"CLU_3",3,"Rep1",0
11,"CLU_3",3,"Rep1",0
12,"CLU_3",3,"Rep1",0
13,"CLU_3",3,"Rep1",0
14,"CLU_3",3,"Rep1",0
15,"CLU_3",3,"Rep1",0
16,"CLU_3",3,"Rep1",0
17,"CLU_3",3,"Rep1",0
18,"CLU_3",3,"Rep1",0
19,"CLU_3",3,"Rep1",0
20,"CLU_3",3,"Rep1",0
1,"CLU_3",3,"Rep2",5.40380842
2,"CLU_3",3,"Rep2",-1.054367349
3,"CLU_3",3,"Rep2",1.557798702
4,"CLU_3",3,"Rep2",-0.643089798
5,"CLU_3",3,"Rep2",-3.757207601
6,"CLU_3",3,"Rep2",1.01682423
7,"CLU_3",3,"Rep2",0.314002691
8,"CLU_3",3,"Rep2",-0.917271819
9,"CLU_3",3,"Rep2",-2.296020769
10,"CLU_3",3,"Rep2",-1.342048317
11,"CLU_3",3,"Rep2",-3.012694618
12,"CLU_3",3,"Rep2",-3.603458685
13,"CLU_3",3,"Rep2",-2.336226096
14,"CLU_3",3,"Rep2",-1.310769487
15,"CLU_3",3,"Rep2",-1.351202631
16,"CLU_3",3,"Rep2",0.324057759
17,"CLU_3",3,"Rep2",0.42187497
18,"CLU_3",3,"Rep2",-1.643237266
19,"CLU_3",3,"Rep2",-4.114121459
20,"CLU_3",3,"Rep2",-0.776234399
1,"CLU_3",3,"Rep3",-3.338331698
2,"CLU_3",3,"Rep3",-1.183062668
3,"CLU_3",3,"Rep3",-1.677985657
4,"CLU_3",3,"Rep3",-1.054140708
5,"CLU_3",3,"Rep3",1.173606177
6,"CLU_3",3,"Rep3",-1.0447241
7,"CLU_3",3,"Rep3",1.523614583
8,"CLU_3",3,"Rep3",-1.417567782
9,"CLU_3",3,"Rep3",-3.450147433
10,"CLU_3",3,"Rep3",-2.999498394
11,"CLU_3",3,"Rep3",-6.440709549
12,"CLU_3",3,"Rep3",-3.500985018
13,"CLU_3",3,"Rep3",-3.283600152
14,"CLU_3",3,"Rep3",-4.587639727
15,"CLU_3",3,"Rep3",-1.659401491
16,"CLU_3",3,"Rep3",-6.812699428
17,"CLU_3",3,"Rep3",-1.648940907
18,"CLU_3",3,"Rep3",-4.204509365
19,"CLU_3",3,"Rep3",-6.375824204
20,"CLU_3",3,"Rep3",-5.546640254
1,"CLU_3",3,"Rep4",-0.388367374
2,"CLU_3",3,"Rep4",1.989568906
3,"CLU_3",3,"Rep4",3.247838683
4,"CLU_3",3,"Rep4",-3.693339705
5,"CLU_3",3,"Rep4",-4.45239585
6,"CLU_3",3,"Rep4",-2.798200502
7,"CLU_3",3,"Rep4",0.46696356
8,"CLU_3",3,"Rep4",-0.318321416
9,"CLU_3",3,"Rep4",-1.538784155
10,"CLU_3",3,"Rep4",-1.951040975
11,"CLU_3",3,"Rep4",-1.844142709
12,"CLU_3",3,"Rep4",0.055804458
13,"CLU_3",3,"Rep4",-3.338616175
14,"CLU_3",3,"Rep4",-5.208797932
15,"CLU_3",3,"Rep4",-1.913324136
16,"CLU_3",3,"Rep4",-4.934394346
17,"CLU_3",3,"Rep4",3.723167407
18,"CLU_3",3,"Rep4",-1.140247917
19,"CLU_3",3,"Rep4",-4.648772677
20,"CLU_3",3,"Rep4",-0.627235108
1,"CLU_3",3,"Rep5",-3.204546468
2,"CLU_3",3,"Rep5",-1.190817087
3,"CLU_3",3,"Rep5",-1.576919354
4,"CLU_3",3,"Rep5",-4.493424252
5,"CLU_3",3,"Rep5",-2.776173678
6,"CLU_3",3,"Rep5",-1.550441835
7,"CLU_3",3,"Rep5",-2.66405e-4
8,"CLU_3",3,"Rep5",-2.670371927
9,"CLU_3",3,"Rep5",-3.797850256
10,"CLU_3",3,"Rep5",-2.123553055
11,"CLU_3",3,"Rep5",-8.218567877
12,"CLU_3",3,"Rep5",-0.547668128
13,"CLU_3",3,"Rep5",-10.64904478
14,"CLU_3",3,"Rep5",-7.087834925
15,"CLU_3",3,"Rep5",-1.886861354
16,"CLU_3",3,"Rep5",-4.502691658
17,"CLU_3",3,"Rep5",3.010773775
18,"CLU_3",3,"Rep5",-3.444178934
19,"CLU_3",3,"Rep5",-5.445000567
20,"CLU_3",3,"Rep5",-3.227079871
1,"CLU_3",3,"Rep6",-6.882190956
2,"CLU_3",3,"Rep6",-3.968160171
3,"CLU_3",3,"Rep6",-3.468438751
4,"CLU_3",3,"Rep6",-7.739372957
5,"CLU_3",3,"Rep6",-2.960454962
6,"CLU_3",3,"Rep6",-7.551868987
7,"CLU_3",3,"Rep6",-4.951669693
8,"CLU_3",3,"Rep6",-8.315228814
9,"CLU_3",3,"Rep6",-4.720329231
10,"CLU_3",3,"Rep6",-4.020439895
11,"CLU_3",3,"Rep6",-9.775231057
12,"CLU_3",3,"Rep6",-0.640013584
13,"CLU_3",3,"Rep6",-10.37326649
14,"CLU_3",3,"Rep6",-6.134144502
15,"CLU_3",3,"Rep6",-6.197943607
16,"CLU_3",3,"Rep6",-4.885946107
17,"CLU_3",3,"Rep6",-1.169559063
18,"CLU_3",3,"Rep6",-3.559422553
19,"CLU_3",3,"Rep6",-9.106468816
20,"CLU_3",3,"Rep6",-7.837200775
1,"CLU_3",3,"Rep7",-3.005150731
2,"CLU_3",3,"Rep7",-3.633038494
3,"CLU_3",3,"Rep7",-0.18146805
4,"CLU_3",3,"Rep7",-4.133870586
5,"CLU_3",3,"Rep7",4.919823422
6,"CLU_3",3,"Rep7",-7.816700462
7,"CLU_3",3,"Rep7",-2.445020669
8,"CLU_3",3,"Rep7",-0.286741272
9,"CLU_3",3,"Rep7",-1.638237956
10,"CLU_3",3,"Rep7",-0.834254553
11,"CLU_3",3,"Rep7",-2.787235019
12,"CLU_3",3,"Rep7",-0.402646045
13,"CLU_3",3,"Rep7",-3.37813276
14,"CLU_3",3,"Rep7",-3.504476724
15,"CLU_3",3,"Rep7",0.676326666
16,"CLU_3",3,"Rep7",-2.039852687
17,"CLU_3",3,"Rep7",1.112762736
18,"CLU_3",3,"Rep7",1.442824351
19,"CLU_3",3,"Rep7",-1.360682812
20,"CLU_3",3,"Rep7",-2.746415493
1,"CLU_3",3,"Rep8",-3.125613182
2,"CLU_3",3,"Rep8",-3.279651892
3,"CLU_3",3,"Rep8",-1.811058269
4,"CLU_3",3,"Rep8",-7.901651852
5,"CLU_3",3,"Rep8",3.737685257
6,"CLU_3",3,"Rep8",-10.18332214
7,"CLU_3",3,"Rep8",3.181852492
8,"CLU_3",3,"Rep8",-1.246423777
9,"CLU_3",3,"Rep8",-3.370378803
10,"CLU_3",3,"Rep8",-1.917030071
11,"CLU_3",3,"Rep8",-6.743531826
12,"CLU_3",3,"Rep8",-3.885906693
13,"CLU_3",3,"Rep8",-3.63668945
14,"CLU_3",3,"Rep8",-2.654802893
15,"CLU_3",3,"Rep8",-1.117539772
16,"CLU_3",3,"Rep8",-3.667841866
17,"CLU_3",3,"Rep8",3.561778677
18,"CLU_3",3,"Rep8",-3.987944507
19,"CLU_3",3,"Rep8",-5.927860916
20,"CLU_3",3,"Rep8",-7.219298956
1,"CLU_3",3,"Rep9",-12.32869916
2,"CLU_3",3,"Rep9",-6.08745209
3,"CLU_3",3,"Rep9",-7.427066886
4,"CLU_3",3,"Rep9",-9.111813913
5,"CLU_3",3,"Rep9",1.362852402
6,"CLU_3",3,"Rep9",-6.802440239
7,"CLU_3",3,"Rep9",-0.906665009
8,"CLU_3",3,"Rep9",-5.929239031
9,"CLU_3",3,"Rep9",-4.319584381
10,"CLU_3",3,"Rep9",-5.711988646
11,"CLU_3",3,"Rep9",-10.09144927
12,"CLU_3",3,"Rep9",-3.571981793
13,"CLU_3",3,"Rep9",-6.591543265
14,"CLU_3",3,"Rep9",-6.975529094
15,"CLU_3",3,"Rep9",-9.065328554
16,"CLU_3",3,"Rep9",-3.183626848
17,"CLU_3",3,"Rep9",-4.164037646
18,"CLU_3",3,"Rep9",-3.247531502
19,"CLU_3",3,"Rep9",-8.41488168
20,"CLU_3",3,"Rep9",-7.483726268
1,"TRAD",1,"Rep1",0
2,"TRAD",1,"Rep1",0
3,"TRAD",1,"Rep1",0
4,"TRAD",1,"Rep1",0
5,"TRAD",1,"Rep1",0
6,"TRAD",1,"Rep1",0
7,"TRAD",1,"Rep1",0
8,"TRAD",1,"Rep1",0
9,"TRAD",1,"Rep1",0
10,"TRAD",1,"Rep1",0
11,"TRAD",1,"Rep1",0
12,"TRAD",1,"Rep1",0
13,"TRAD",1,"Rep1",0
14,"TRAD",1,"Rep1",0
15,"TRAD",1,"Rep1",0
16,"TRAD",1,"Rep1",0
17,"TRAD",1,"Rep1",0
18,"TRAD",1,"Rep1",0
19,"TRAD",1,"Rep1",0
20,"TRAD",1,"Rep1",0
1,"TRAD",1,"Rep2",0.10707185
2,"TRAD",1,"Rep2",-1.510336897
3,"TRAD",1,"Rep2",4.953182328
4,"TRAD",1,"Rep2",3.134958777
5,"TRAD",1,"Rep2",1.131774713
6,"TRAD",1,"Rep2",0.202471422
7,"TRAD",1,"Rep2",2.577898415
8,"TRAD",1,"Rep2",-5.24147892
9,"TRAD",1,"Rep2",-0.707775978
10,"TRAD",1,"Rep2",-0.340451194
11,"TRAD",1,"Rep2",2.842674857
12,"TRAD",1,"Rep2",-1.583556113
13,"TRAD",1,"Rep2",3.125593244
14,"TRAD",1,"Rep2",-9.854223068
15,"TRAD",1,"Rep2",5.63730672
16,"TRAD",1,"Rep2",-6.882875534
17,"TRAD",1,"Rep2",-5.434236792
18,"TRAD",1,"Rep2",-1.381627732
19,"TRAD",1,"Rep2",-0.253967673
20,"TRAD",1,"Rep2",-2.8938354
1,"TRAD",1,"Rep3",-6.642758368
2,"TRAD",1,"Rep3",0.560773898
3,"TRAD",1,"Rep3",-3.898824587
4,"TRAD",1,"Rep3",-1.093757744
5,"TRAD",1,"Rep3",-6.726723668
6,"TRAD",1,"Rep3",-0.50583456
7,"TRAD",1,"Rep3",2.287742413
8,"TRAD",1,"Rep3",-7.053737509
9,"TRAD",1,"Rep3",-0.200465287
10,"TRAD",1,"Rep3",-4.919116409
11,"TRAD",1,"Rep3",0.216666032
12,"TRAD",1,"Rep3",-4.375807009
13,"TRAD",1,"Rep3",-1.537688328
14,"TRAD",1,"Rep3",-6.692202422
15,"TRAD",1,"Rep3",-0.688017018
16,"TRAD",1,"Rep3",-3.98972382
17,"TRAD",1,"Rep3",-0.25749706
18,"TRAD",1,"Rep3",-3.182503415
19,"TRAD",1,"Rep3",-2.311188163
20,"TRAD",1,"Rep3",-3.1659702
1,"TRAD",1,"Rep4",-2.512452305
2,"TRAD",1,"Rep4",-4.342107272
3,"TRAD",1,"Rep4",-5.125322368
4,"TRAD",1,"Rep4",-7.091337244
5,"TRAD",1,"Rep4",-8.581946709
6,"TRAD",1,"Rep4",-1.092285365
7,"TRAD",1,"Rep4",-0.756057589
8,"TRAD",1,"Rep4",-9.735191992
9,"TRAD",1,"Rep4",-4.490057421
10,"TRAD",1,"Rep4",-2.080456754
11,"TRAD",1,"Rep4",-1.406447948
12,"TRAD",1,"Rep4",-5.729763399
13,"TRAD",1,"Rep4",-3.353651478
14,"TRAD",1,"Rep4",-4.677902399
15,"TRAD",1,"Rep4",-0.062124587
16,"TRAD",1,"Rep4",-9.610357757
17,"TRAD",1,"Rep4",-2.548471735
18,"TRAD",1,"Rep4",-3.772519843
19,"TRAD",1,"Rep4",-4.495483977
20,"TRAD",1,"Rep4",-3.3980001
1,"TRAD",1,"Rep5",-8.163566438
2,"TRAD",1,"Rep5",-4.837114794
3,"TRAD",1,"Rep5",-3.481363947
4,"TRAD",1,"Rep5",-3.845223536
5,"TRAD",1,"Rep5",5.847282931
6,"TRAD",1,"Rep5",-1.160760609
7,"TRAD",1,"Rep5",-1.572603174
8,"TRAD",1,"Rep5",-12.42998681
9,"TRAD",1,"Rep5",-2.957607403
10,"TRAD",1,"Rep5",-1.971515505
11,"TRAD",1,"Rep5",-1.780038552
12,"TRAD",1,"Rep5",-5.896393693
13,"TRAD",1,"Rep5",-5.359873621
14,"TRAD",1,"Rep5",-7.601374468
15,"TRAD",1,"Rep5",0.406202794
16,"TRAD",1,"Rep5",-8.650121579
17,"TRAD",1,"Rep5",-1.024551478
18,"TRAD",1,"Rep5",-4.3655166
19,"TRAD",1,"Rep5",-8.277918947
20,"TRAD",1,"Rep5",-4.4473122
1,"TRAD",1,"Rep6",-7.844148032
2,"TRAD",1,"Rep6",-3.757757549
3,"TRAD",1,"Rep6",-2.009966445
4,"TRAD",1,"Rep6",-5.939968712
5,"TRAD",1,"Rep6",-5.16739063
6,"TRAD",1,"Rep6",-2.130543277
7,"TRAD",1,"Rep6",-3.610853783
8,"TRAD",1,"Rep6",-8.713548595
9,"TRAD",1,"Rep6",-5.557748795
10,"TRAD",1,"Rep6",-3.302541049
11,"TRAD",1,"Rep6",-5.598536472
12,"TRAD",1,"Rep6",-4.881881172
13,"TRAD",1,"Rep6",-8.726363372
14,"TRAD",1,"Rep6",-6.95772469
15,"TRAD",1,"Rep6",-3.388368809
16,"TRAD",1,"Rep6",-9.115146135
17,"TRAD",1,"Rep6",-5.470367718
18,"TRAD",1,"Rep6",-5.060155965
19,"TRAD",1,"Rep6",-9.441906953
20,"TRAD",1,"Rep6",-3.8563556
1,"TRAD",1,"Rep7",-9.00902733
2,"TRAD",1,"Rep7",-2.47749696
3,"TRAD",1,"Rep7",-1.890068172
4,"TRAD",1,"Rep7",-6.856234398
5,"TRAD",1,"Rep7",-0.892080169
6,"TRAD",1,"Rep7",-1.988938739
7,"TRAD",1,"Rep7",-6.828239083
8,"TRAD",1,"Rep7",-9.465038423
